seed: 1024
device: cuda:0
data_path: ./data/
dataset: Beauty
num_workers: 4
id_type: tiger
in_dims: [4096, 2048, 1024, 512, 256, 128, 64, 32]
codebook_dim: 32
codebook_sizes: [256, 256, 256, 256]
rqvae_dropout: 0
sinkhorn_open: True
sinkhorn_epsilons: [0.0, 0.0, 0.0, 0.003]
sinkhorn_iter: 50
kmeans_init_iter: 10
kmeans_cluster: 10
mu: 0.25
alpha: 0.02
beta: 0.0001
rqvae_epochs: 20000
rqvae_batch_size: 1024
rqvae_lr: 0.001
rqvae_wd: 0.0001
rqvae_optimizer: adamw
rqvae_eval_step: 2000
rqvae_eval_metric: unique_key_ratio
t54rec_config_dir_path: ./extra_config/tiger
rqvae_select_position: last
t54rec_epochs: 200
t54rec_train_batch_size: 256
t54rec_valid_batch_size: 64
t54rec_test_batch_size: 64
max_len: 20
t54rec_lr: 0.0005
t54rec_wd: 0.01
t54rec_optimizer: adamw
scheduler_type: cosine
warmup_ratio: 0.01
t54rec_eval_step: 1
t54rec_early_stop_step: 20
t54rec_eval_metric: loss
beam_size: 20
metrics: ['Recall', 'NDCG']
Step [110/514] - Avg Loss: 1.4693, Current lr: 0.0004007260
Step [120/514] - Avg Loss: 1.4714, Current lr: 0.0004006645
Step [130/514] - Avg Loss: 1.4734, Current lr: 0.0004006029
Step [140/514] - Avg Loss: 1.4737, Current lr: 0.0004005413
Step [150/514] - Avg Loss: 1.4730, Current lr: 0.0004004796
Step [160/514] - Avg Loss: 1.4736, Current lr: 0.0004004180
Step [170/514] - Avg Loss: 1.4749, Current lr: 0.0004003564
Step [180/514] - Avg Loss: 1.4747, Current lr: 0.0004002947
Step [190/514] - Avg Loss: 1.4752, Current lr: 0.0004002330
Step [200/514] - Avg Loss: 1.4770, Current lr: 0.0004001713
Step [210/514] - Avg Loss: 1.4779, Current lr: 0.0004001096
Step [220/514] - Avg Loss: 1.4787, Current lr: 0.0004000479
Step [230/514] - Avg Loss: 1.4782, Current lr: 0.0003999862
Step [240/514] - Avg Loss: 1.4792, Current lr: 0.0003999244
Step [250/514] - Avg Loss: 1.4803, Current lr: 0.0003998627
Step [260/514] - Avg Loss: 1.4803, Current lr: 0.0003998009
Step [270/514] - Avg Loss: 1.4811, Current lr: 0.0003997391
Step [280/514] - Avg Loss: 1.4817, Current lr: 0.0003996773
Step [290/514] - Avg Loss: 1.4816, Current lr: 0.0003996155
Step [300/514] - Avg Loss: 1.4813, Current lr: 0.0003995536
Step [310/514] - Avg Loss: 1.4809, Current lr: 0.0003994918
Step [320/514] - Avg Loss: 1.4816, Current lr: 0.0003994299
Step [330/514] - Avg Loss: 1.4817, Current lr: 0.0003993680
Step [340/514] - Avg Loss: 1.4812, Current lr: 0.0003993062
Step [350/514] - Avg Loss: 1.4816, Current lr: 0.0003992442
Step [360/514] - Avg Loss: 1.4816, Current lr: 0.0003991823
Step [370/514] - Avg Loss: 1.4822, Current lr: 0.0003991204
Step [380/514] - Avg Loss: 1.4823, Current lr: 0.0003990584
Step [390/514] - Avg Loss: 1.4827, Current lr: 0.0003989965
Step [400/514] - Avg Loss: 1.4835, Current lr: 0.0003989345
Step [410/514] - Avg Loss: 1.4835, Current lr: 0.0003988725
Step [420/514] - Avg Loss: 1.4838, Current lr: 0.0003988105
Step [430/514] - Avg Loss: 1.4844, Current lr: 0.0003987485
Step [440/514] - Avg Loss: 1.4849, Current lr: 0.0003986865
Step [450/514] - Avg Loss: 1.4851, Current lr: 0.0003986244
Step [460/514] - Avg Loss: 1.4856, Current lr: 0.0003985624
Step [470/514] - Avg Loss: 1.4863, Current lr: 0.0003985003
Step [480/514] - Avg Loss: 1.4868, Current lr: 0.0003984382
Step [490/514] - Avg Loss: 1.4868, Current lr: 0.0003983761
Step [500/514] - Avg Loss: 1.4867, Current lr: 0.0003983140
Step [510/514] - Avg Loss: 1.4871, Current lr: 0.0003982518
Epoch [61] - Avg Loss: 1.4871
Epoch [61] - Start Eval
Eval - Avg Loss: 1.7699
Patience: 9/20
Epoch [62] - Start Training
Step [10/514] - Avg Loss: 1.4478, Current lr: 0.0003981648
Step [20/514] - Avg Loss: 1.4551, Current lr: 0.0003981027
Step [30/514] - Avg Loss: 1.4602, Current lr: 0.0003980405
Step [40/514] - Avg Loss: 1.4545, Current lr: 0.0003979783
Step [50/514] - Avg Loss: 1.4546, Current lr: 0.0003979161
Step [60/514] - Avg Loss: 1.4532, Current lr: 0.0003978539
Step [70/514] - Avg Loss: 1.4557, Current lr: 0.0003977916
Step [80/514] - Avg Loss: 1.4560, Current lr: 0.0003977294
Step [90/514] - Avg Loss: 1.4589, Current lr: 0.0003976671
Step [100/514] - Avg Loss: 1.4582, Current lr: 0.0003976048
Step [110/514] - Avg Loss: 1.4602, Current lr: 0.0003975425
Step [120/514] - Avg Loss: 1.4619, Current lr: 0.0003974802
Step [130/514] - Avg Loss: 1.4616, Current lr: 0.0003974179
Step [140/514] - Avg Loss: 1.4620, Current lr: 0.0003973556
Step [150/514] - Avg Loss: 1.4621, Current lr: 0.0003972932
Step [160/514] - Avg Loss: 1.4625, Current lr: 0.0003972309
Step [170/514] - Avg Loss: 1.4643, Current lr: 0.0003971685
Step [180/514] - Avg Loss: 1.4651, Current lr: 0.0003971061
Step [190/514] - Avg Loss: 1.4659, Current lr: 0.0003970437
Step [200/514] - Avg Loss: 1.4669, Current lr: 0.0003969813
Step [210/514] - Avg Loss: 1.4679, Current lr: 0.0003969188
Step [220/514] - Avg Loss: 1.4677, Current lr: 0.0003968564
Step [230/514] - Avg Loss: 1.4682, Current lr: 0.0003967939
Step [240/514] - Avg Loss: 1.4676, Current lr: 0.0003967315
Step [250/514] - Avg Loss: 1.4687, Current lr: 0.0003966690
Step [260/514] - Avg Loss: 1.4692, Current lr: 0.0003966065
Step [270/514] - Avg Loss: 1.4692, Current lr: 0.0003965439
Step [280/514] - Avg Loss: 1.4701, Current lr: 0.0003964814
Step [290/514] - Avg Loss: 1.4706, Current lr: 0.0003964189
Step [300/514] - Avg Loss: 1.4706, Current lr: 0.0003963563
Step [310/514] - Avg Loss: 1.4710, Current lr: 0.0003962937
Step [320/514] - Avg Loss: 1.4721, Current lr: 0.0003962312
Step [330/514] - Avg Loss: 1.4728, Current lr: 0.0003961686
Step [340/514] - Avg Loss: 1.4731, Current lr: 0.0003961059
Step [350/514] - Avg Loss: 1.4732, Current lr: 0.0003960433
Step [360/514] - Avg Loss: 1.4739, Current lr: 0.0003959807
Step [370/514] - Avg Loss: 1.4749, Current lr: 0.0003959180
Step [380/514] - Avg Loss: 1.4758, Current lr: 0.0003958553
Step [390/514] - Avg Loss: 1.4761, Current lr: 0.0003957927
Step [400/514] - Avg Loss: 1.4763, Current lr: 0.0003957300
Step [410/514] - Avg Loss: 1.4761, Current lr: 0.0003956673
Step [420/514] - Avg Loss: 1.4765, Current lr: 0.0003956045
Step [430/514] - Avg Loss: 1.4771, Current lr: 0.0003955418
Step [440/514] - Avg Loss: 1.4771, Current lr: 0.0003954790
Step [450/514] - Avg Loss: 1.4780, Current lr: 0.0003954163
Step [460/514] - Avg Loss: 1.4788, Current lr: 0.0003953535
Step [470/514] - Avg Loss: 1.4788, Current lr: 0.0003952907
Step [480/514] - Avg Loss: 1.4790, Current lr: 0.0003952279
Step [490/514] - Avg Loss: 1.4792, Current lr: 0.0003951651
Step [500/514] - Avg Loss: 1.4796, Current lr: 0.0003951022
Step [510/514] - Avg Loss: 1.4802, Current lr: 0.0003950394
Epoch [62] - Avg Loss: 1.4804
Epoch [62] - Start Eval
Eval - Avg Loss: 1.7688
Patience: 10/20
Epoch [63] - Start Training
Step [10/514] - Avg Loss: 1.4424, Current lr: 0.0003949514
Step [20/514] - Avg Loss: 1.4435, Current lr: 0.0003948885
Step [30/514] - Avg Loss: 1.4406, Current lr: 0.0003948256
Step [40/514] - Avg Loss: 1.4423, Current lr: 0.0003947627
Step [50/514] - Avg Loss: 1.4475, Current lr: 0.0003946997
Step [60/514] - Avg Loss: 1.4458, Current lr: 0.0003946368
Step [70/514] - Avg Loss: 1.4491, Current lr: 0.0003945739
Step [80/514] - Avg Loss: 1.4527, Current lr: 0.0003945109
Step [90/514] - Avg Loss: 1.4529, Current lr: 0.0003944479
Step [100/514] - Avg Loss: 1.4536, Current lr: 0.0003943849
Step [110/514] - Avg Loss: 1.4550, Current lr: 0.0003943219
Step [120/514] - Avg Loss: 1.4559, Current lr: 0.0003942589
Step [130/514] - Avg Loss: 1.4571, Current lr: 0.0003941958
Step [140/514] - Avg Loss: 1.4571, Current lr: 0.0003941328
Step [150/514] - Avg Loss: 1.4577, Current lr: 0.0003940697
Step [160/514] - Avg Loss: 1.4569, Current lr: 0.0003940067
Step [170/514] - Avg Loss: 1.4572, Current lr: 0.0003939436
Step [180/514] - Avg Loss: 1.4577, Current lr: 0.0003938805
Step [190/514] - Avg Loss: 1.4593, Current lr: 0.0003938173
Step [200/514] - Avg Loss: 1.4612, Current lr: 0.0003937542
Step [210/514] - Avg Loss: 1.4624, Current lr: 0.0003936911
Step [220/514] - Avg Loss: 1.4627, Current lr: 0.0003936279
Step [230/514] - Avg Loss: 1.4628, Current lr: 0.0003935647
Step [240/514] - Avg Loss: 1.4640, Current lr: 0.0003935016
Step [250/514] - Avg Loss: 1.4646, Current lr: 0.0003934384
Step [260/514] - Avg Loss: 1.4647, Current lr: 0.0003933751
Step [270/514] - Avg Loss: 1.4647, Current lr: 0.0003933119
Step [280/514] - Avg Loss: 1.4653, Current lr: 0.0003932487
Step [290/514] - Avg Loss: 1.4660, Current lr: 0.0003931854
Step [300/514] - Avg Loss: 1.4668, Current lr: 0.0003931222
Step [310/514] - Avg Loss: 1.4669, Current lr: 0.0003930589
Step [320/514] - Avg Loss: 1.4673, Current lr: 0.0003929956
Step [330/514] - Avg Loss: 1.4676, Current lr: 0.0003929323
Step [340/514] - Avg Loss: 1.4682, Current lr: 0.0003928689
Step [350/514] - Avg Loss: 1.4691, Current lr: 0.0003928056
Step [360/514] - Avg Loss: 1.4700, Current lr: 0.0003927423
Step [370/514] - Avg Loss: 1.4696, Current lr: 0.0003926789
Step [380/514] - Avg Loss: 1.4702, Current lr: 0.0003926155
Step [390/514] - Avg Loss: 1.4703, Current lr: 0.0003925521
Step [400/514] - Avg Loss: 1.4707, Current lr: 0.0003924887
Step [410/514] - Avg Loss: 1.4715, Current lr: 0.0003924253
Step [420/514] - Avg Loss: 1.4712, Current lr: 0.0003923619
Step [430/514] - Avg Loss: 1.4718, Current lr: 0.0003922984
Step [440/514] - Avg Loss: 1.4721, Current lr: 0.0003922350
Step [450/514] - Avg Loss: 1.4726, Current lr: 0.0003921715
Step [460/514] - Avg Loss: 1.4729, Current lr: 0.0003921080
Step [470/514] - Avg Loss: 1.4731, Current lr: 0.0003920445
Step [480/514] - Avg Loss: 1.4729, Current lr: 0.0003919810
Step [490/514] - Avg Loss: 1.4731, Current lr: 0.0003919175
Step [500/514] - Avg Loss: 1.4734, Current lr: 0.0003918539
Step [510/514] - Avg Loss: 1.4735, Current lr: 0.0003917904
Epoch [63] - Avg Loss: 1.4734
Epoch [63] - Start Eval
Eval - Avg Loss: 1.7714
Patience: 11/20
Epoch [64] - Start Training
Step [10/514] - Avg Loss: 1.4304, Current lr: 0.0003917014
Step [20/514] - Avg Loss: 1.4346, Current lr: 0.0003916378
Step [30/514] - Avg Loss: 1.4381, Current lr: 0.0003915742
Step [40/514] - Avg Loss: 1.4413, Current lr: 0.0003915106
Step [50/514] - Avg Loss: 1.4477, Current lr: 0.0003914470
Step [60/514] - Avg Loss: 1.4516, Current lr: 0.0003913833
Step [70/514] - Avg Loss: 1.4491, Current lr: 0.0003913197
Step [80/514] - Avg Loss: 1.4482, Current lr: 0.0003912560
Step [90/514] - Avg Loss: 1.4483, Current lr: 0.0003911923
Step [100/514] - Avg Loss: 1.4493, Current lr: 0.0003911286
Step [110/514] - Avg Loss: 1.4496, Current lr: 0.0003910649
Step [120/514] - Avg Loss: 1.4492, Current lr: 0.0003910012
Step [130/514] - Avg Loss: 1.4503, Current lr: 0.0003909375
Step [140/514] - Avg Loss: 1.4510, Current lr: 0.0003908737
Step [150/514] - Avg Loss: 1.4512, Current lr: 0.0003908100
Step [160/514] - Avg Loss: 1.4522, Current lr: 0.0003907462
Step [170/514] - Avg Loss: 1.4525, Current lr: 0.0003906824
Step [180/514] - Avg Loss: 1.4539, Current lr: 0.0003906186
Step [190/514] - Avg Loss: 1.4550, Current lr: 0.0003905548
Step [200/514] - Avg Loss: 1.4554, Current lr: 0.0003904910
Step [210/514] - Avg Loss: 1.4563, Current lr: 0.0003904271
Step [220/514] - Avg Loss: 1.4573, Current lr: 0.0003903633
Step [230/514] - Avg Loss: 1.4587, Current lr: 0.0003902994
Step [240/514] - Avg Loss: 1.4591, Current lr: 0.0003902355
Step [250/514] - Avg Loss: 1.4590, Current lr: 0.0003901716
Step [260/514] - Avg Loss: 1.4596, Current lr: 0.0003901077
Step [270/514] - Avg Loss: 1.4594, Current lr: 0.0003900438
Step [280/514] - Avg Loss: 1.4599, Current lr: 0.0003899799
Step [290/514] - Avg Loss: 1.4599, Current lr: 0.0003899159
Step [300/514] - Avg Loss: 1.4605, Current lr: 0.0003898520
Step [310/514] - Avg Loss: 1.4614, Current lr: 0.0003897880
Step [320/514] - Avg Loss: 1.4615, Current lr: 0.0003897240
Step [330/514] - Avg Loss: 1.4621, Current lr: 0.0003896600
Step [340/514] - Avg Loss: 1.4621, Current lr: 0.0003895960
Step [350/514] - Avg Loss: 1.4621, Current lr: 0.0003895320
Step [360/514] - Avg Loss: 1.4628, Current lr: 0.0003894679
Step [370/514] - Avg Loss: 1.4633, Current lr: 0.0003894039
Step [380/514] - Avg Loss: 1.4631, Current lr: 0.0003893398
Step [390/514] - Avg Loss: 1.4636, Current lr: 0.0003892757
Step [400/514] - Avg Loss: 1.4638, Current lr: 0.0003892116
Step [410/514] - Avg Loss: 1.4641, Current lr: 0.0003891475
Step [420/514] - Avg Loss: 1.4649, Current lr: 0.0003890834
Step [430/514] - Avg Loss: 1.4652, Current lr: 0.0003890193
Step [440/514] - Avg Loss: 1.4657, Current lr: 0.0003889551
Step [450/514] - Avg Loss: 1.4659, Current lr: 0.0003888910
Step [460/514] - Avg Loss: 1.4662, Current lr: 0.0003888268
Step [470/514] - Avg Loss: 1.4667, Current lr: 0.0003887626
Step [480/514] - Avg Loss: 1.4670, Current lr: 0.0003886984
Step [490/514] - Avg Loss: 1.4673, Current lr: 0.0003886342
Step [500/514] - Avg Loss: 1.4677, Current lr: 0.0003885700
Step [510/514] - Avg Loss: 1.4678, Current lr: 0.0003885057
Epoch [64] - Avg Loss: 1.4679
Epoch [64] - Start Eval
Eval - Avg Loss: 1.7779
Patience: 12/20
Epoch [65] - Start Training
Step [10/514] - Avg Loss: 1.4311, Current lr: 0.0003884158
Step [20/514] - Avg Loss: 1.4447, Current lr: 0.0003883515
Step [30/514] - Avg Loss: 1.4507, Current lr: 0.0003882872
Step [40/514] - Avg Loss: 1.4517, Current lr: 0.0003882229
Step [50/514] - Avg Loss: 1.4498, Current lr: 0.0003881586
Step [60/514] - Avg Loss: 1.4474, Current lr: 0.0003880943
Step [70/514] - Avg Loss: 1.4500, Current lr: 0.0003880299
Step [80/514] - Avg Loss: 1.4498, Current lr: 0.0003879656
Step [90/514] - Avg Loss: 1.4502, Current lr: 0.0003879012
Step [100/514] - Avg Loss: 1.4512, Current lr: 0.0003878368
Step [110/514] - Avg Loss: 1.4499, Current lr: 0.0003877725
Step [120/514] - Avg Loss: 1.4506, Current lr: 0.0003877081
Step [130/514] - Avg Loss: 1.4516, Current lr: 0.0003876436
Step [140/514] - Avg Loss: 1.4504, Current lr: 0.0003875792
Step [150/514] - Avg Loss: 1.4502, Current lr: 0.0003875148
Step [160/514] - Avg Loss: 1.4514, Current lr: 0.0003874503
Step [170/514] - Avg Loss: 1.4516, Current lr: 0.0003873858
Step [180/514] - Avg Loss: 1.4521, Current lr: 0.0003873214
Step [190/514] - Avg Loss: 1.4527, Current lr: 0.0003872569
Step [200/514] - Avg Loss: 1.4523, Current lr: 0.0003871924
Step [210/514] - Avg Loss: 1.4531, Current lr: 0.0003871278
Step [220/514] - Avg Loss: 1.4533, Current lr: 0.0003870633
Step [230/514] - Avg Loss: 1.4542, Current lr: 0.0003869988
Step [240/514] - Avg Loss: 1.4545, Current lr: 0.0003869342
Step [250/514] - Avg Loss: 1.4548, Current lr: 0.0003868696
Step [260/514] - Avg Loss: 1.4554, Current lr: 0.0003868050
Step [270/514] - Avg Loss: 1.4559, Current lr: 0.0003867404
Step [280/514] - Avg Loss: 1.4557, Current lr: 0.0003866758
Step [290/514] - Avg Loss: 1.4562, Current lr: 0.0003866112
Step [300/514] - Avg Loss: 1.4563, Current lr: 0.0003865466
Step [310/514] - Avg Loss: 1.4572, Current lr: 0.0003864819
Step [320/514] - Avg Loss: 1.4573, Current lr: 0.0003864173
Step [330/514] - Avg Loss: 1.4575, Current lr: 0.0003863526
Step [340/514] - Avg Loss: 1.4577, Current lr: 0.0003862879
Step [350/514] - Avg Loss: 1.4584, Current lr: 0.0003862232
Step [360/514] - Avg Loss: 1.4583, Current lr: 0.0003861585
Step [370/514] - Avg Loss: 1.4588, Current lr: 0.0003860937
Step [380/514] - Avg Loss: 1.4598, Current lr: 0.0003860290
Step [390/514] - Avg Loss: 1.4609, Current lr: 0.0003859642
Step [400/514] - Avg Loss: 1.4611, Current lr: 0.0003858995
Step [410/514] - Avg Loss: 1.4610, Current lr: 0.0003858347
Step [420/514] - Avg Loss: 1.4612, Current lr: 0.0003857699
Step [430/514] - Avg Loss: 1.4615, Current lr: 0.0003857051
Step [440/514] - Avg Loss: 1.4620, Current lr: 0.0003856403
Step [450/514] - Avg Loss: 1.4624, Current lr: 0.0003855754
Step [460/514] - Avg Loss: 1.4628, Current lr: 0.0003855106
Step [470/514] - Avg Loss: 1.4629, Current lr: 0.0003854457
Step [480/514] - Avg Loss: 1.4628, Current lr: 0.0003853809
Step [490/514] - Avg Loss: 1.4633, Current lr: 0.0003853160
Step [500/514] - Avg Loss: 1.4635, Current lr: 0.0003852511
Step [510/514] - Avg Loss: 1.4637, Current lr: 0.0003851862
Epoch [65] - Avg Loss: 1.4643
Epoch [65] - Start Eval
Eval - Avg Loss: 1.7703
Patience: 13/20
Epoch [66] - Start Training
Step [10/514] - Avg Loss: 1.4626, Current lr: 0.0003850953
Step [20/514] - Avg Loss: 1.4497, Current lr: 0.0003850303
Step [30/514] - Avg Loss: 1.4427, Current lr: 0.0003849654
Step [40/514] - Avg Loss: 1.4462, Current lr: 0.0003849004
Step [50/514] - Avg Loss: 1.4396, Current lr: 0.0003848354
Step [60/514] - Avg Loss: 1.4386, Current lr: 0.0003847704
Step [70/514] - Avg Loss: 1.4387, Current lr: 0.0003847054
Step [80/514] - Avg Loss: 1.4411, Current lr: 0.0003846404
Step [90/514] - Avg Loss: 1.4432, Current lr: 0.0003845754
Step [100/514] - Avg Loss: 1.4437, Current lr: 0.0003845103
Step [110/514] - Avg Loss: 1.4443, Current lr: 0.0003844453
Step [120/514] - Avg Loss: 1.4448, Current lr: 0.0003843802
Step [130/514] - Avg Loss: 1.4468, Current lr: 0.0003843151
Step [140/514] - Avg Loss: 1.4456, Current lr: 0.0003842500
Step [150/514] - Avg Loss: 1.4459, Current lr: 0.0003841849
Step [160/514] - Avg Loss: 1.4471, Current lr: 0.0003841198
Step [170/514] - Avg Loss: 1.4464, Current lr: 0.0003840547
Step [180/514] - Avg Loss: 1.4473, Current lr: 0.0003839895
Step [190/514] - Avg Loss: 1.4474, Current lr: 0.0003839244
Step [200/514] - Avg Loss: 1.4478, Current lr: 0.0003838592
Step [210/514] - Avg Loss: 1.4475, Current lr: 0.0003837940
Step [220/514] - Avg Loss: 1.4471, Current lr: 0.0003837288
Step [230/514] - Avg Loss: 1.4476, Current lr: 0.0003836636
Step [240/514] - Avg Loss: 1.4476, Current lr: 0.0003835984
Step [250/514] - Avg Loss: 1.4485, Current lr: 0.0003835332
Step [260/514] - Avg Loss: 1.4487, Current lr: 0.0003834679
Step [270/514] - Avg Loss: 1.4495, Current lr: 0.0003834026
Step [280/514] - Avg Loss: 1.4500, Current lr: 0.0003833374
Step [290/514] - Avg Loss: 1.4506, Current lr: 0.0003832721
Step [300/514] - Avg Loss: 1.4510, Current lr: 0.0003832068
Step [310/514] - Avg Loss: 1.4511, Current lr: 0.0003831415
Step [320/514] - Avg Loss: 1.4509, Current lr: 0.0003830762
Step [330/514] - Avg Loss: 1.4513, Current lr: 0.0003830108
Step [340/514] - Avg Loss: 1.4511, Current lr: 0.0003829455
Step [350/514] - Avg Loss: 1.4517, Current lr: 0.0003828801
Step [360/514] - Avg Loss: 1.4516, Current lr: 0.0003828147
Step [370/514] - Avg Loss: 1.4522, Current lr: 0.0003827493
Step [380/514] - Avg Loss: 1.4523, Current lr: 0.0003826839
Step [390/514] - Avg Loss: 1.4519, Current lr: 0.0003826185
Step [400/514] - Avg Loss: 1.4520, Current lr: 0.0003825531
Step [410/514] - Avg Loss: 1.4527, Current lr: 0.0003824877
Step [420/514] - Avg Loss: 1.4534, Current lr: 0.0003824222
Step [430/514] - Avg Loss: 1.4536, Current lr: 0.0003823568
Step [440/514] - Avg Loss: 1.4537, Current lr: 0.0003822913
Step [450/514] - Avg Loss: 1.4539, Current lr: 0.0003822258
Step [460/514] - Avg Loss: 1.4541, Current lr: 0.0003821603
Step [470/514] - Avg Loss: 1.4541, Current lr: 0.0003820948
Step [480/514] - Avg Loss: 1.4546, Current lr: 0.0003820293
Step [490/514] - Avg Loss: 1.4550, Current lr: 0.0003819637
Step [500/514] - Avg Loss: 1.4552, Current lr: 0.0003818982
Step [510/514] - Avg Loss: 1.4552, Current lr: 0.0003818326
Epoch [66] - Avg Loss: 1.4553
Epoch [66] - Start Eval
Eval - Avg Loss: 1.7767
Patience: 14/20
Epoch [67] - Start Training
Step [10/514] - Avg Loss: 1.4161, Current lr: 0.0003817408
Step [20/514] - Avg Loss: 1.4252, Current lr: 0.0003816752
Step [30/514] - Avg Loss: 1.4211, Current lr: 0.0003816096
Step [40/514] - Avg Loss: 1.4258, Current lr: 0.0003815440
Step [50/514] - Avg Loss: 1.4245, Current lr: 0.0003814783
Step [60/514] - Avg Loss: 1.4261, Current lr: 0.0003814127
Step [70/514] - Avg Loss: 1.4261, Current lr: 0.0003813470
Step [80/514] - Avg Loss: 1.4281, Current lr: 0.0003812814
Step [90/514] - Avg Loss: 1.4287, Current lr: 0.0003812157
Step [100/514] - Avg Loss: 1.4283, Current lr: 0.0003811500
Step [110/514] - Avg Loss: 1.4297, Current lr: 0.0003810843
Step [120/514] - Avg Loss: 1.4300, Current lr: 0.0003810186
Step [130/514] - Avg Loss: 1.4308, Current lr: 0.0003809528
Step [140/514] - Avg Loss: 1.4304, Current lr: 0.0003808871
Step [150/514] - Avg Loss: 1.4319, Current lr: 0.0003808213
Step [160/514] - Avg Loss: 1.4332, Current lr: 0.0003807556
Step [170/514] - Avg Loss: 1.4344, Current lr: 0.0003806898
Step [180/514] - Avg Loss: 1.4356, Current lr: 0.0003806240
Step [190/514] - Avg Loss: 1.4362, Current lr: 0.0003805582
Step [200/514] - Avg Loss: 1.4368, Current lr: 0.0003804924
Step [210/514] - Avg Loss: 1.4376, Current lr: 0.0003804265
Step [220/514] - Avg Loss: 1.4380, Current lr: 0.0003803607
Step [230/514] - Avg Loss: 1.4393, Current lr: 0.0003802948
Step [240/514] - Avg Loss: 1.4397, Current lr: 0.0003802290
Step [250/514] - Avg Loss: 1.4401, Current lr: 0.0003801631
Step [260/514] - Avg Loss: 1.4413, Current lr: 0.0003800972
Step [270/514] - Avg Loss: 1.4420, Current lr: 0.0003800313
Step [280/514] - Avg Loss: 1.4429, Current lr: 0.0003799654
Step [290/514] - Avg Loss: 1.4439, Current lr: 0.0003798994
Step [300/514] - Avg Loss: 1.4444, Current lr: 0.0003798335
Step [310/514] - Avg Loss: 1.4444, Current lr: 0.0003797675
Step [320/514] - Avg Loss: 1.4447, Current lr: 0.0003797016
Step [330/514] - Avg Loss: 1.4446, Current lr: 0.0003796356
Step [340/514] - Avg Loss: 1.4454, Current lr: 0.0003795696
Step [350/514] - Avg Loss: 1.4456, Current lr: 0.0003795036
Step [360/514] - Avg Loss: 1.4458, Current lr: 0.0003794376
Step [370/514] - Avg Loss: 1.4459, Current lr: 0.0003793715
Step [380/514] - Avg Loss: 1.4464, Current lr: 0.0003793055
Step [390/514] - Avg Loss: 1.4467, Current lr: 0.0003792394
Step [400/514] - Avg Loss: 1.4474, Current lr: 0.0003791734
Step [410/514] - Avg Loss: 1.4471, Current lr: 0.0003791073
Step [420/514] - Avg Loss: 1.4475, Current lr: 0.0003790412
Step [430/514] - Avg Loss: 1.4474, Current lr: 0.0003789751
Step [440/514] - Avg Loss: 1.4474, Current lr: 0.0003789090
Step [450/514] - Avg Loss: 1.4480, Current lr: 0.0003788429
Step [460/514] - Avg Loss: 1.4483, Current lr: 0.0003787767
Step [470/514] - Avg Loss: 1.4488, Current lr: 0.0003787106
Step [480/514] - Avg Loss: 1.4494, Current lr: 0.0003786444
Step [490/514] - Avg Loss: 1.4497, Current lr: 0.0003785782
Step [500/514] - Avg Loss: 1.4497, Current lr: 0.0003785120
Step [510/514] - Avg Loss: 1.4501, Current lr: 0.0003784458
